id,uid,name,shortname,longtitude,latitude,nhfrid,subcounty_uid,subcounty,district_uid,district,region,level,ownership,authority,status,facility_id,subcounty_id,district_id,region_id,licensed,address,contact_personemail,contact_personmobile,contact_personname,contact_persontitle,date_opened,bed_capacity,services,user_district_id,owner_id,createdAt,updatedAt
6586,qx1tdwUae4t,Kyambogo University Medical Centre,Kyambogo University Medical Centre HC II,32.632404,0.344917,8008025134439,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,GOV,MoES,Functional,37259,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.889 +0300,2025-09-07 15:14:51.889 +0300
6585,F7ZmbCrZDOC,KSB Medical Centre,KSB Medical Centre HC II,,,8008024561333,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38889,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.884 +0300,2025-09-07 15:14:51.884 +0300
6584,aEeuR1SAufp,Komuka Clinic,Komuka Clinic HC II,32.657566,0.30809,8008025784573,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38761,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.881 +0300,2025-09-07 15:14:51.881 +0300
6583,itlvaJFqYS4,Kiwatule Medical Centre,Kiwatule Medical Center HC II,32.622833,0.370828,8008024604202,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38722,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.876 +0300,2025-09-07 15:14:51.876 +0300
6582,FYzTGUPsDo4,Kiwatule Clinic,Kiwatule Clinic HC II,32.622513,0.366022,8008029132643,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38641,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.873 +0300,2025-09-07 15:14:51.873 +0300
6581,KEFxANufFF4,Kitintale Health Clinic,Kitintale Health Clinic,,,8008026469329,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37260,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.870 +0300,2025-09-07 15:14:51.870 +0300
6580,z5VFCLDXkTP,Kitintale Hospital,Kitintale HC IV,,,8008025329396,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,General Hospital,PFP,Private Authority,Functional,38141,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.867 +0300,2025-09-07 15:14:51.867 +0300
6579,cjC5Ij5U7le,Kiswa Health Centre III,Kiswa HC III,32.617264,0.32082,8008027573952,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC III,GOV,SOS,Functional,36971,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.863 +0300,2025-09-07 15:14:51.863 +0300
6578,TnfkcaS0B7D,Kisakye Medical Clinic (Mutungu),Kisakye Medical Clinic (Mutungu) HC II,,,8008023773558,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38839,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.859 +0300,2025-09-07 15:14:51.859 +0300
6577,Tk7tMVWOhoh,Kisakye Domiciliary Clinic,Kisakye Domiciliary Clinic HC II,32.651665,0.31235,8008026540058,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37862,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.855 +0300,2025-09-07 15:14:51.855 +0300
6576,RuTngsSXrI0,Kirombe Standard Clinic,Kirombe Standard Clinic HC II,,,8008021707574,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37693,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.852 +0300,2025-09-07 15:14:51.852 +0300
6575,B114jjFsS3U,Kirombe Dental Clinic,Kirombe Dental Clinic HC II,32.6519,0.305442,8008027354533,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37959,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.848 +0300,2025-09-07 15:14:51.848 +0300
6574,V6m1VNTJl3D,Kireka Special Investigations Department(SID) Clinic,Kireka Special Investigations Dep Clinic HC II,32.635628,0.336198,8008021862014,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,GOV,UPDF,Functional,37264,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.843 +0300,2025-09-07 15:14:51.843 +0300
6573,ro7h17PnZIN,Kikuube Clinic,Kikuube Clinic HC II,32.613438,0.356398,8008026781233,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37709,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.840 +0300,2025-09-07 15:14:51.840 +0300
6572,Q7LoLG6emZG,Kibuli Hospital Kyanja Branch,Kibuli Hospital Kyanja Branch,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,General Hospital,PNFP,Private Authority,Functional,37637,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.836 +0300,2025-09-07 15:14:51.836 +0300
6571,zDSnnqXyABV,Kg Clinic Mulimira,Kg Clinic Mulimira,,,8008029761349,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38566,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.833 +0300,2025-09-07 15:14:51.833 +0300
6570,XOBBNAYa4e4,Keserena Children's Clinic,Keserena Children's  Clinic HC II,32.602116,0.349466,8008029248420,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38752,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.829 +0300,2025-09-07 15:14:51.829 +0300
6569,UMYvXcVFsCs,Keethen General Clinic,Keethen General Clinic HC II,,,8008028313245,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37506,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.825 +0300,2025-09-07 15:14:51.825 +0300
6568,jEVRYDprMDJ,Keen Medical Centre,Keen Medical Centre HC II,32.613068,0.354466,8008023843378,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38760,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.822 +0300,2025-09-07 15:14:51.822 +0300
6567,sOHZmgchvcN,Keb Mirembe Clinic,Keb Mirembe Clinic,32.64631,0.302238,8008025403510,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37787,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.819 +0300,2025-09-07 15:14:51.819 +0300
6566,s6ZNqvLy0mT,Katete Medical Centre,Katete Medical Centre HC II,,,8008029975292,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38180,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.814 +0300,2025-09-07 15:14:51.814 +0300
6565,KDbw26kI5c4,Kasule - Kyanja Community Health Centre,Kasule- Kyanja Community Health Centre,,,8008027982941,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37706,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.809 +0300,2025-09-07 15:14:51.809 +0300
6564,Wrl1imMXK2x,Kamwokya Medical Centre,Kamwokya Medical Centre,,,8008022012782,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38481,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.805 +0300,2025-09-07 15:14:51.805 +0300
6563,FyXdTT3xqY4,Kampala Remand III,Kampala Remand III,,,8008023249972,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC III,GOV,Local Government,Functional,38630,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.801 +0300,2025-09-07 15:14:51.801 +0300
6562,FSCJx5lt6JS,Kampala Independent Hospital,Kampala Independent Hospital,32.616592,0.358794,8008028406022,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,General Hospital,PFP,Private Authority,Functional,37215,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.796 +0300,2025-09-07 15:14:51.796 +0300
6561,qnr5L0GcIlU,Kamokya Medcare Clinic,Kamokya Medcare Clinic HC II,32.59323,0.34859,8008029549773,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37077,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.792 +0300,2025-09-07 15:14:51.792 +0300
6560,qQVGk01mnjZ,Kam Medical Centre (Mutungo),Kam Medical Centre (Mutungo) HC II,,,8008028090289,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38428,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.788 +0300,2025-09-07 15:14:51.788 +0300
6559,hLhSc0TXAr2,Kalvin Medical Centre,Kalvin Medical Centre HC II,32.613056,0.365423,8008026339433,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37576,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.783 +0300,2025-09-07 15:14:51.783 +0300
6558,wmMOLdz13cP,Kaluin Medical Clinic,Kaluin Medical Clinic,,,8008025326982,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37491,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.779 +0300,2025-09-07 15:14:51.779 +0300
6557,WFrERnQeKsD,Kadic Hospital,Kadic Hospital,32.603413,0.352746,8008023815838,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,General Hospital,PFP,Private Authority,Non-Functional,37027,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.776 +0300,2025-09-07 15:14:51.776 +0300
6556,NesJuwJOy4W,Kad Medicaments Clinic,Kad Medicaments Clinic HC II,,,8008027408676,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37833,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.772 +0300,2025-09-07 15:14:51.772 +0300
6555,SnRMeujN4lW,Kabela Medical Clinic,Kabela Medical Clinic HC II,,,8008023626229,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38105,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.767 +0300,2025-09-07 15:14:51.767 +0300
6554,wts9FgOJ4VW,Jubilee Health Services,Jubilee Health Services HC II,,,8008023866416,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37039,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.763 +0300,2025-09-07 15:14:51.763 +0300
6553,gavoq38w5Ut,Jubilee Dental Ltd,Jubilee Dental Ltd HC II,32.61696,0.350391,8008027891385,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37512,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.760 +0300,2025-09-07 15:14:51.760 +0300
6552,sezKAamksQY,Ju's Doctor's Clinic,Ju's Doctor's  Clinic HC II,32.605,0.332776,8008029340904,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38390,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.756 +0300,2025-09-07 15:14:51.756 +0300
6551,lOSDtAv34Xt,Joy Medical Clinic,Joy Medical Clinic,,,8008025308577,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37751,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.752 +0300,2025-09-07 15:14:51.752 +0300
6550,AEfRAnnjHVl,Jovin Medical Centre,Jovin Medical Centre,,,8008023332055,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37617,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.747 +0300,2025-09-07 15:14:51.747 +0300
6549,Y8KoASM6IBB,Josenam Health Clinic,Josenam Health Clinic HC II,32.63336,0.342509,8008021570846,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37145,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.743 +0300,2025-09-07 15:14:51.743 +0300
6548,ANYKCstCMiJ,Jonah Medical Centre Banda,Jonah Medical Centre Banda HC II,,,8008022917084,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37335,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.739 +0300,2025-09-07 15:14:51.739 +0300
6547,IxsUw0F3jRo,Jona People'S Medical Clinic,Jona People'S Medical Clinic,,,8008024830520,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38810,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.735 +0300,2025-09-07 15:14:51.735 +0300
6546,hvSPYbkjl27,Jona Family Clinic,Jona Family Clinic HC II,32.603756,0.337071,8008023256766,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38162,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.730 +0300,2025-09-07 15:14:51.730 +0300
6545,yvf8xZpJosS,Jioblena Medical Centre,Jioblena Medical Centre,,,8008027637055,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38984,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.726 +0300,2025-09-07 15:14:51.726 +0300
6544,zs1xuKbwXfv,Jinja Road Police Health Centre II,Jinja Road Police HC II,,,8008026196713,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,GOV,UPF,Functional,37837,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.722 +0300,2025-09-07 15:14:51.722 +0300
6543,atiy3J99rfQ,Jethro Medical Centre,Jethro Medical Center HC II,32.597794,0.351485,8008021142070,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38401,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.718 +0300,2025-09-07 15:14:51.718 +0300
6542,hrTgVtHg3NL,Jerih Day Care Clinic,Jerih Day Care Clinic HC II,,,8008022619644,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37836,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.713 +0300,2025-09-07 15:14:51.713 +0300
6541,OBVARs4lbvp,Jehoanah Health Unit (Naguru II),Jehoanah Health Unit (Naguru II) HC II,,,8008021586165,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37598,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.709 +0300,2025-09-07 15:14:51.709 +0300
6540,D7e6z7wP6Ut,Jehoanah Health Unit (Naguru I),Jehoanah Health Unit (Naguru I) HC II,32.609913,0.334976,8008021350234,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38708,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.705 +0300,2025-09-07 15:14:51.705 +0300
6539,J83IcifVSgD,Jassy Clinic,Jassy Clinic HC II,,,8008021521047,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37470,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.701 +0300,2025-09-07 15:14:51.701 +0300
6538,BCZsNlt7N4U,Jakana Medical Clinic,Jakana Medical Clinic HC II,32.624626,0.360107,8008026764177,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37676,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.697 +0300,2025-09-07 15:14:51.697 +0300
6537,z1hc5BNxbfX,J.C Lema Clinic,J.C Lema Clinic HC II,32.660786,0.312513,8008029890785,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38447,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.693 +0300,2025-09-07 15:14:51.693 +0300
6536,zNgE2MbLpDB,J.B Domiciliary Clinic,J.B Domiciliary Clinic HC II,,,8008023820815,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37785,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.690 +0300,2025-09-07 15:14:51.690 +0300
6535,YCN7Zj5NZAg,J & B Dom Clinic,J & B Dom Clinic,,,8008021679600,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,Clinic,PFP,Private Authority,Non-Functional,37398,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.686 +0300,2025-09-07 15:14:51.686 +0300
6534,rvSFWy70FJy,Iran Uganda Hospital,Iran Uganda Hospital,,,8008029420770,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,General Hospital,PNFP,Private Authority,Functional,38418,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.682 +0300,2025-09-07 15:14:51.682 +0300
6533,yvkSZFdKzwd,Iom Naguru Clinic,Iom Naguru Clinic HC II,32.604885,0.340669,8008021237616,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PNFP,Private Authority,Functional,38853,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.677 +0300,2025-09-07 15:14:51.677 +0300
6532,gaMRDIG6845,Gastro-Intestinal Liver Disease Treatment and Research,Intestinal Liver Disease TX & Research HC II,32.59263,0.343462,8008029200630,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37723,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.674 +0300,2025-09-07 15:14:51.674 +0300
6531,v23nG2svku1,Infra Africa Solutions Medical Centre,Infra Africa Solutions Medical Centre,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37749,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.670 +0300,2025-09-07 15:14:51.670 +0300
6530,JScVS55awQr,Ikhan Medial Centre,Ikhan Medial Centre HC II,32.614964,0.351032,8008021072706,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37759,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.666 +0300,2025-09-07 15:14:51.666 +0300
6529,BXm6VXRsYeo,Human Health Clinic,Human Health Clinic,,,8008023208540,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,Clinic,PFP,Private Authority,Non-Functional,38310,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.662 +0300,2025-09-07 15:14:51.662 +0300
6528,BEsGh5xKrZt,Hosea Medical Centre,Hosea Medical Centre HC II,32.622704,0.370405,8008029446834,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37492,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.659 +0300,2025-09-07 15:14:51.659 +0300
6527,iqRwwLdJvKF,Honexus Medicare,Honexus Medicare,,,8008028328951,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37122,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.657 +0300,2025-09-07 15:14:51.657 +0300
6526,DhNuDYxr5Mo,Home Of Nazareth Medical Centre,Home Of Nazareth Medical Centre,32.64678,0.318813,8008024482751,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37429,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.654 +0300,2025-09-07 15:14:51.654 +0300
6525,YDb5u6lQJbD,Holy Medical Clinic,Holy Medical Clinic HC II,,,8008029581561,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38054,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.651 +0300,2025-09-07 15:14:51.651 +0300
6524,jIEkidhraqo,His Medical Centre,His Medical Centre HC II,32.63164,0.334745,8008022569213,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38139,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.647 +0300,2025-09-07 15:14:51.647 +0300
6523,Hm7ehU40TCs,His Grace Matenity Clinic,His Grace Matenity Clinic HC II,32.602287,0.370655,8008026718566,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37544,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.643 +0300,2025-09-07 15:14:51.643 +0300
6522,NOZMTOUoumd,High Care Medical Centre,High Care Medical Centre,,,8008029831428,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37481,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.641 +0300,2025-09-07 15:14:51.641 +0300
6521,b9LbyEacLbI,Hhh Dental Clinic,Hhh Dental Clinic HC II,,,8008023980278,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37990,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.638 +0300,2025-09-07 15:14:51.638 +0300
6520,MId0dPgBTXC,Healthstone Medical Services,Healthstone Medical Services HC II,32.63651,0.344533,8008029095225,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38771,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.634 +0300,2025-09-07 15:14:51.634 +0300
6519,CmWtJaHXy2y,Health Mart Clinic,Health Mart Clinic,,,8008029956786,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37487,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.630 +0300,2025-09-07 15:14:51.630 +0300
6518,F5mwIAT6X4u,Health Link Medical Clinic,Health Link Medical Clinic,,,8008029709487,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37691,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.625 +0300,2025-09-07 15:14:51.625 +0300
6517,UUkjbBlFXgQ,Health Haven Clinic,Health Haven Clinic HC II,32.597675,0.345444,8008028579776,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38948,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.621 +0300,2025-09-07 15:14:51.621 +0300
6516,lbot9vOeQXJ,Healingway Hospital,Healingway Hospital,32.627205,0.308727,8008021490877,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,General Hospital,PFP,Private Authority,Functional,37002,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.616 +0300,2025-09-07 15:14:51.616 +0300
6515,asOlrY8SqJC,Harold Pokyclinic Naalya,HaroÃ£Â¤Ã‚Âºd Pokyclinic Naalya HC II,,,8008023083039,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,38030,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.611 +0300,2025-09-07 15:14:51.611 +0300
6514,PyYixJfmPrR,Happy Family Clinic,Happy Family Clinic,,,8008023965996,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37454,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.608 +0300,2025-09-07 15:14:51.608 +0300
6513,EyZf2HkJvV3,Gv Medical Centre,Gv Medical Center HC II,32.613476,0.329469,8008022764172,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37384,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.604 +0300,2025-09-07 15:14:51.604 +0300
6512,qosp32UWgcY,Green Sky Medical Centre,Green Sky Medical Centre,,,8008029897658,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37908,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.601 +0300,2025-09-07 15:14:51.601 +0300
6511,mAaPBrg0Ium,Green Life Medical Centre,Green Life Medical Centre HC II,32.629017,0.334356,8008029678301,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38833,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.598 +0300,2025-09-07 15:14:51.598 +0300
6510,DT1CELmevCn,Grapher Clinic,Grapher Clinic HC II,,,8008022168030,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Non-Functional,37708,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.594 +0300,2025-09-07 15:14:51.594 +0300
6509,jxrLcXufEmD,Graham Medical Clinic,Graham Medical Clinic,,,8008022584395,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,37976,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.590 +0300,2025-09-07 15:14:51.590 +0300
6508,pZKFbHb71KY,Grace Medical Clinic (Mbuya II),Grace Medical Clinic (Mbuya II) HC II,,,8008025708826,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,Kampala,HC II,PFP,Private Authority,Functional,38514,1787,78,9,,,,,,,,,[],,1,2025-09-07 15:14:51.587 +0300,2025-09-07 15:14:51.587 +0300
