id,name,code,parent_id,level_id,createdAt,updatedAt
36688,Matiki HC II,,249,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36689,Sam Medical Clinic,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36690,Wansimba HC II,,379,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36691,Bulamagi HC III,,1242,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36692,Kirongero HC II,,1493,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36693,Lwaki HC II,,500,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36695,Shanyonja HC II,,634,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36696,Nabisoigi HC III,,1879,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36697,Marie Stopes Uganda Jinja HC II,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36698,Namuwondo HC II,,1457,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36699,Country Side HC II,,1020,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36700,Nakigunju HC II,,828,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36701,Victory Medica Centre HC III,,1468,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36702,Mayuge HC IV,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36703,Kabaganda HC II,,902,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36704,Bulubandi HC II,,1867,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36705,Jinja Main Prison HC III,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36706,Bugiri Medical services HC II,,706,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36707,Kigingi Flep HC II,,2037,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36708,Bunyiiro HC II,,577,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36709,Magamaga Barracks HC III,,804,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36710,Iwemba HC III,,1210,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36711,Busuyi HC II,,971,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36712,Mercy Medical Iganga Clinic,,798,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36713,Nasuti HC II,,1774,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36714,Buluba Hospital,,493,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36715,Kidera HC IV,,1448,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36716,Bujwanga HC II,,796,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36717,Glanz Dignity Medcare,,1750,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36718,Maria Medical Centre Clinic,,798,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36719,Bunawona HC II,,1992,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36720,Kasutaime HC II,,1514,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36721,Irundu HC III,,1939,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36722,Kaliro Prison HC II,,1469,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36723,Netcare medical centre HC II,,1359,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36724,St. Josephine Clinic,,804,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36725,Buwenge Ngo Hospital,,1992,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36726,Bugiri Mayuge HC III,,229,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36727,Kamuli Police HC II,,1480,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36728,Idinda HC II,,509,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36729,Lwanda HC II,,1750,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36730,Nakalama Domicilliary Clinic,,199,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36731,Sigulu HC III,,692,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36732,Bugembe HC IV,,1750,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36733,Bugiri MC HC III,,706,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36734,Bugobi (Ngo) HC II,,1685,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36735,Smart Choice Health Services HC III,,1469,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36736,Kavule COU HC II,,1996,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36737,Kyoga HC II,,1650,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36738,Masese Port HC II,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36739,Iganga Ug. Prison HC II,,878,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36740,Kigalama (Ngo) HC II,,1457,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36741,Kiige HC II,,1202,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36742,Buyoboya HC II,,1685,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36743,Kamuli Flep Vsc HC II,,1480,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36744,Kawaga HC II,,890,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36745,Almeca Medicare HC III,,1750,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36746,Wandegeya HC II,,560,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36747,Musima HC II,,1750,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36748,Dr. Kibirige's  Clinic HC III,,1469,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36749,Kasozi (Makutu) HC II,,337,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36750,Rana Medical Center Clinic,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36751,Nsale HC II,,1026,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36752,Mapp Medical Centre Clinic,,1544,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36753,Nambo HC II,,1210,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36754,Nangonde HC III,,1585,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36755,Namunkesu HC II,,247,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36756,Jinja Women Prison HC II,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36757,Kasambika HC III,,1946,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36758,Ikulwe Prison HC II,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36759,Kyeeya HC II,,1011,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36760,Itanda HC II,,1946,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36761,Ibulanku Community Health Center HC III,,1026,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36762,Kamuli Hospital,,1480,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36763,Namunyingi HC II,,1456,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36764,Buyugu HC II,,940,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36765,Nkombe (Buyanga) HC II,,1544,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36766,Minani HC III,,509,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36767,Mukwano Medical Clinic HC II,,1469,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36768,Kakombo HC II,,1867,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36769,Nawaikoke HC III,,270,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36770,Buwolero HC II,,902,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36771,Rapha Medical Centre,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36772,Jagusi HC III,,1356,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36773,Namusita (Namutumba) HC II,,936,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36774,Premier Medical Centre HC III,,215,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36775,Kiyunga Bukakande HC II,,168,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36776,Bukaleeba HC II,,1556,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36777,Lolwe HC III,,1262,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36778,Ikonia HC III,,1984,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36779,Nantamali HC II,,1025,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36780,Bardf Clinic HC II,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36781,Mayuge Police Clinic HC II,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36782,Wangobo HC II,,1506,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36783,Nkombe (Imanyiro) HC III,,1041,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36784,Kigandalo HC IV,,1650,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36785,Hope Children's  Clinic HC II,,1148,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36786,St. Moses Clinic,,1469,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36787,Kagumba HC III,,1202,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36788,Buyoga HC II,,935,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36789,Kitodha HC II,,828,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36790,Nawantumbi HC II,,752,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36791,Mawoito HC II,,902,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36792,Kampala Road Medical and Eye Care Unit,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36793,Imanyiro Prison Clinic,,1041,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36794,Bulange HC III,,1685,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36795,Family Nursing Home HC III,,215,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36796,Namungalwe HC III,,247,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36797,Buwoya HC II,,252,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36798,Nawampiti (Nawampiti) HC II,,1984,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36799,Kityerera Prison Clinic,,560,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36800,Bubago HC II,,427,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36801,Bainho General Medical Care,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36802,Igombe HC III,,1509,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36803,Bugana HC II,,347,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36804,Busiro Church of God HC III,,796,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36805,Iraapa HC II,,589,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36806,Buyemba HC II,,1556,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36807,Bupadhengo Flep HC II,,752,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36808,Kiyunga Prison HC II,,1874,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36809,Busota HC III,,1480,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36810,Siro HC II,,1262,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36811,Rapha Medical Clinic,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36812,Monic Medical Centre,,1750,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36813,Buwongo HC II,,487,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36814,St. Catherine HC II,,1427,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36815,AIDS Information Centre (Jinja) Special Clinic,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36816,Namwiwa HC III,,934,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36817,Idudi Domicilliary Clinic,,1359,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36818,Namayemba Safe Motherhood HC II,,307,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36819,Hovic Medical Centre Clinic,,798,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36820,Bukimbi HC II,,818,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36821,Nana HC II,,1025,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36822,Family Hope Center Jinja Special Clinic,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36823,Ikumbya HC III,,1025,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36824,Bwalula HC II,,1650,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36825,Mbulamuti HC III,,1446,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36826,Buwologoma HC II,,420,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36827,Kisaasi HC II,,1789,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36828,Mulama HC II,,921,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36829,Gofine Clinic HC II,,1480,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36830,Kamuli Health Care Emergency HC III,,215,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36831,Nile International Hospital,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36832,Kakira HC III,,243,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36833,Kisiima Islands HC II,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36834,Mpendo Packer Medical Centre,,902,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36835,Bwiwula HC II,,1041,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36836,Namwendwa HC IV,,440,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36837,Namisambya HC II,,916,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36838,Lameka Clinic HC II,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36839,Fellowship Medical Centre HC III,,215,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36840,Kanankamba Flep HC II,,1498,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36841,Mobashar Medical Center Clinic,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36842,Namungalwe Prison Clinic,,247,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36843,Nkoone HC II,,1781,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36844,Kayogera HC II,,1706,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36845,Kaiti Prison HC II,,1457,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36846,Bugiri Buwunga HC III,,1996,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36847,Buswale St. Matia HC III,,876,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36848,Namayuge HC II,,876,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36849,Lugala HC II,,796,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36850,Bugeywa HC II,,964,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36851,Jinja Police HC III,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36852,Nabidongha Health Centre III,,878,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36853,Nanderema HC II,,1493,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36854,Kidera Prison Clinic,,1448,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36855,International Medical Centre Jinja,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36856,Kagulu HC II,,2001,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36857,Santa Medical Centre HC II,,1468,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36858,Namusiisi HC II,,1445,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36859,Mpunde Empowerment to Heal Uganda HC II,,1781,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36860,Nawansinge HC II,,1242,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36861,Wabulungu HC III,,804,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36862,Cure Medical Centre HC II,,420,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36863,Itakaibolu HC II,,500,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36864,Bugono HC IV,,1946,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36865,Muterere HC III,,1944,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36866,Nawanyago Prison Clinic,,752,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36867,Bugiri Hospital,,734,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36868,Nakiswiga HC II,,1984,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36869,Nakabugu Police HC II,,1872,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36870,Urhc HC II,,1087,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36871,Kapyanga (Bugubo) HC II,,1493,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36872,Buwaiswa HC III,,535,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36873,Bubenge HC II,,1509,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36874,One World Health,,1750,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36875,Kiseitaka HC II,,1493,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36876,Namavundu HC II,,634,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36877,Genesis Psychiatric Clinic HC II,,1469,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36878,Namalemba- Nsoola HC II,,921,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36879,Kalyowa HC II,,544,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36880,Bwondha HC II,,1620,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36881,Mayuge Doctors' Plaza Medical Centre,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36882,Nabirama HC II,,964,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36883,Sunrise Clinic HC II,,560,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36884,Nalufenya Police HC II,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36885,Nawaikona HC II,,955,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36886,Luzinga HC II,,1427,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36887,Kamuli Mission Hospital,,215,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36888,Buyende Prison HC II,,941,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36889,Lukolo HC III,,1750,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36890,TASO Jinja Special Clinic,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36891,Iganga Police HC II,,878,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36892,Nabwigulu Prison Clinic,,1456,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36893,Buyinda HC II,,693,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36894,Irundu St. Mathias Mulumba HC III,,1939,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36895,Reproductive Health Uganda (Kaliro) HC II,,1469,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36896,Jinja Remand Prison HC III,,1937,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36897,Iganga Medicare Clinic,,878,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36898,Bugulu HC II,,1650,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36899,Bukonte HC II,,955,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36900,Boorch HC II,,544,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36901,Malugulya HC II,,1020,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36902,Namiganda HC II,,1026,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36903,Budhana HC II,,935,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36904,Blue Medical Clinic,,1217,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36905,Butagaya Prison Clinic,,379,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36906,Mawagala HC II,,577,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36907,Wesunire Catholic HC III,,225,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36908,Kiyunga HC IV,,1874,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36909,St. Camillus Medical Centre,,971,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36910,Nakyere HC II,,1838,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36911,Bulidha HC III,,1559,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36912,Budomero HC III,,1625,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36913,Lugala Community HC II,,796,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36914,Budima HC III,,379,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36915,Nabirumba HC III,,1456,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36916,Community HC III,,1469,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36917,Nawankofu HC II,,1020,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36918,Kisozi Health Centre II,,170,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36919,Kisozi Flep HC III,,751,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36920,Kasolo HC II,,1242,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36921,Pearl View Medical Clinic HC II,,1242,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36922,Wairaka HC II,,243,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36923,Kasolwe HC II,,1202,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36924,Iganga Lifecare Clinic,,878,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36925,True Image Medical Centre,,581,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36926,BMK HC II,,734,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36927,Busoga HC II,,1996,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36928,Namalemba HC II,,509,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36929,Waibuga HC III,,500,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
